year,month,day,MinTemp,MaxTemp,Rainfall
2011,1,28,21.9,31.4,0
2011,1,27,20.6,31,0
2011,1,26,21.5,30.5,0
2011,1,25,20.2,30.4,0
2011,1,24,19.1,29.4,0
2011,1,23,18.8,29.8,0
2011,1,22,18.9,29.4,0
2011,1,21,20.7,28.5,4.4
2011,1,20,20.6,29.8,36.2
2011,1,19,23.4,31.2,3.4
2011,1,18,23.2,34.9,0
2011,1,17,19.5,33.5,0
2011,1,16,19.5,29.7,0
2011,1,15,20.2,28.8,0.4
2011,1,14,19.4,28.9,0
2011,1,13,22.1,28.4,0.4
2011,1,12,21.9,29.6,40
2011,1,11,23.8,28.6,15.4
2011,1,10,22.5,27.1,110.8
2011,1,9,22,27.8,12.2
2011,1,8,21.1,27.3,11.6
2011,1,7,19.3,26.8,35.6
2011,1,6,20.5,24.8,41.8
2011,1,5,21.7,29.3,0
2011,1,4,22.2,30.7,0
2011,1,3,22.9,32.1,0
2011,1,2,22.7,29.6,3
2011,1,1,21.7,28.4,0.4
2010,12,31,20.4,29.5,0
2010,12,30,19.4,30.4,0
2010,12,29,20.4,27.5,1
2010,12,28,21.1,25.1,34
2010,12,27,21.6,26.6,60.2
2010,12,26,21.8,24.2,8.8
2010,12,25,21.9,26.2,36.2
2010,12,24,21.8,27.7,0.2
2010,12,23,19.2,29.1,12.8
2010,12,22,17.8,23.1,0
2010,12,21,14.7,27.7,0
2010,12,20,17.3,28.1,57.4
2010,12,19,21.3,24.2,9.8
2010,12,18,21.4,30.4,0
2010,12,17,19.2,30.6,47.6
2010,12,16,19.9,31.3,0.6
2010,12,15,20.5,32.1,0.2
2010,12,14,20.8,29.1,0
2010,12,13,22,30.2,1.6
2010,12,12,20.4,27.2,80.4
2010,12,11,24.1,30.7,0
2010,12,10,21.7,30.4,0
2010,12,9,21.6,28.9,0
2010,12,8,21.1,27.9,5.4
2010,12,7,20.9,28.3,8.4
2010,12,6,20.3,26.4,0.8
2010,12,5,19.6,26.1,50.6
2010,12,4,21.3,24.3,0.2
2010,12,3,20.2,24.9,1.2
2010,12,2,19.5,26.9,58.6
2010,12,1,21.5,25.5,3.8
2010,11,30,19.4,27.3,4.2
2010,11,29,17.6,28,0
2010,11,28,18.9,26.3,0
2010,11,27,17.2,26.7,1.8
2010,11,26,19.1,27.4,0.2
2010,11,25,17.3,26.1,0
2010,11,24,18.5,26.4,1
2010,11,23,16.6,26.6,0.2
2010,11,22,17.7,26.6,4.4
2010,11,21,18.2,25.1,1
2010,11,20,20,25.5,0.2
2010,11,19,18.3,27.5,9.4
2010,11,18,20.6,25.2,5.2
2010,11,17,20.8,29.5,0
2010,11,16,21.3,27.8,0
2010,11,15,17.7,28.2,0.2
2010,11,14,21.2,27.9,0
2010,11,13,21.7,27.1,0
2010,11,12,19,28,0
2010,11,11,16.9,28,0
2010,11,10,16.7,26.4,0.8
2010,11,9,20.4,26.1,0.6
2010,11,8,19,26.2,0
2010,11,7,18.2,26.4,0
2010,11,6,16.6,27.4,2.6
2010,11,5,17.3,23.5,19.6
2010,11,4,19.1,22.6,6.2
2010,11,3,14.9,26,0
2010,11,2,18.1,27.4,0.2
2010,11,1,16.4,23.3,0
2010,10,31,15.8,25.7,0
2010,10,30,16.6,26.5,0
2010,10,29,16.9,26.5,26.8
2010,10,28,18.3,27.4,0.2
2010,10,27,19.5,28,0.4
2010,10,26,18.1,26.4,0
2010,10,25,17.8,26,34.4
2010,10,24,15.9,27.1,0
2010,10,23,14.9,26.6,0
2010,10,22,13,25.4,0
2010,10,21,15.8,22.6,1.6
2010,10,20,16.3,22.2,0.8
2010,10,19,12.9,26.7,0
2010,10,18,11,23.7,0
2010,10,17,9.7,22.2,0
2010,10,16,14.6,20.8,22.2
2010,10,15,18.5,25.3,0
2010,10,14,14.8,25.6,0.2
2010,10,13,14.8,23.9,4.2
2010,10,12,17.4,22.9,22.4
2010,10,11,15.1,22.2,93.6
2010,10,10,16,19.6,8
2010,10,9,16.9,19.3,23.4
2010,10,8,18.5,22.6,54
2010,10,7,17.7,29.9,0
2010,10,6,18.5,29.4,0
2010,10,5,17.2,28.3,2.2
2010,10,4,17.3,28.1,2
2010,10,3,16.5,23.5,6.6
2010,10,2,14.8,21.1,3.4
2010,10,1,14.2,21.9,0
2010,9,30,16.5,21.9,0.4
2010,9,29,18.2,28.1,31.4
2010,9,28,20.4,27.3,0
2010,9,27,16.4,27.8,0.2
2010,9,26,13.9,26.6,5.4
2010,9,25,18.4,23,1.2
2010,9,24,17.2,25.5,0.2
2010,9,23,15.1,25.1,0
2010,9,22,17.2,24,0
2010,9,21,15,24.4,22.4
2010,9,20,13.1,19.7,8.6
2010,9,19,16,21,0
2010,9,18,13,24.1,0
2010,9,17,15.7,21.9,0
2010,9,16,13.4,23.9,0
2010,9,15,17.9,26.1,0.4
2010,9,14,16.1,25.1,0
2010,9,13,16.2,25.9,0
2010,9,12,12.5,23.6,0
2010,9,11,12.2,25.3,3.2
2010,9,10,18.7,24.1,0
2010,9,9,14.1,25.4,0
2010,9,8,11.6,23.8,0
2010,9,7,11.9,25.4,0
2010,9,6,17.3,25.1,26.8
2010,9,5,19.6,23.6,3.4
2010,9,4,18.5,25.7,0
2010,9,3,15.2,27.1,0
2010,9,2,11.8,28.4,0
2010,9,1,12.1,24.8,0
2010,8,31,11.4,24.2,0
2010,8,30,10.7,23.2,0
2010,8,29,12.3,22.4,0
2010,8,28,7.4,23.7,0
2010,8,27,10.3,22.4,0
2010,8,26,14.1,20.8,0
2010,8,25,15,18.6,0.2
2010,8,24,14,21.1,10.2
2010,8,23,11.6,20.1,0
2010,8,22,8.1,22.3,0
2010,8,21,6.9,21.8,4.6
2010,8,20,17.5,18.1,8.6
2010,8,19,11.7,27.8,0
2010,8,18,9.5,23.4,0
2010,8,17,10.2,21.9,0
2010,8,16,7.6,23.5,0
2010,8,15,7.8,26.2,0
2010,8,14,6.1,22.2,0
2010,8,13,10.4,20.5,0.2
2010,8,12,12.5,19.6,0
2010,8,11,16.1,19,78
2010,8,10,14.1,19.7,2.8
2010,8,9,9.6,23.1,0
2010,8,8,6.6,22.2,0
2010,8,7,8.1,20.1,0
2010,8,6,12.7,22.4,0
2010,8,5,8.8,22.5,0
2010,8,4,9.2,22.7,0
2010,8,3,10.2,20.7,0
2010,8,2,12.5,20.4,0
2010,8,1,13.9,24,0
2010,7,31,16.3,26.8,0
2010,7,30,15.3,26.4,0
2010,7,29,17,23.9,8
2010,7,28,14.9,23.2,5.2
2010,7,27,13.1,20.7,0.2
2010,7,26,14.4,21.4,2
2010,7,25,14.4,19.5,0
2010,7,24,11.6,21.4,0
2010,7,23,8.3,21.5,0
2010,7,22,9,21.4,0
2010,7,21,10.9,20.3,0
2010,7,20,13.4,20.7,1
2010,7,19,9.8,21,0
2010,7,18,8.1,23.6,0
2010,7,17,8.1,22.4,0
2010,7,16,8.9,21.4,0
2010,7,15,8.7,21.5,0
2010,7,14,12.6,22.8,0
2010,7,13,11.6,23.9,0
2010,7,12,11.6,23.6,0
2010,7,11,11.6,21.3,0
2010,7,10,12.8,22.5,0
2010,7,9,13.2,22.2,0
2010,7,8,12.6,21.2,0.4
2010,7,7,13.5,16.9,0
2010,7,6,13.3,22.5,0
2010,7,5,11.9,22.6,0
2010,7,4,6.7,21.3,0
2010,7,3,12.4,18.9,8.6
2010,7,2,11.9,15.9,0.2
2010,7,1,11.2,19.3,2.2
2010,6,30,7.5,18.8,0.8
2010,6,29,8.2,16,0
2010,6,28,7.3,20.3,0
2010,6,27,13.5,21.1,0
2010,6,26,12.5,21.3,0
2010,6,25,9.9,21.7,0
2010,6,24,12.5,22.1,4.4
2010,6,23,13.1,22.3,0.6
2010,6,22,12,21.8,0
2010,6,21,9.8,22.1,0
2010,6,20,9.4,23,0
2010,6,19,15.6,22.3,0
2010,6,18,14.8,20.4,0
2010,6,17,10.8,22.4,0
2010,6,16,13.2,21.3,0
2010,6,15,12.9,22.1,0
2010,6,14,12.3,21.9,0
2010,6,13,8.7,21.6,0
2010,6,12,9,19.7,0
2010,6,11,11.5,21.3,0
2010,6,10,9.5,19.4,0
2010,6,9,12.5,23.9,0
2010,6,8,11.5,22.8,0
2010,6,7,10.3,22.3,0
2010,6,6,13.3,22.5,0
2010,6,5,15.6,25.2,0
2010,6,4,10.4,21.9,0
2010,6,3,16.1,23.3,0
2010,6,2,15.8,20.3,0.4
2010,6,1,11.8,22.4,0
2010,5,31,13.3,21.5,0
2010,5,30,11.6,19.8,2.8
2010,5,29,17.1,21,6.4
2010,5,28,13.7,22.3,0
2010,5,27,14.5,23.9,0
2010,5,26,13.7,23.1,0
2010,5,25,16.4,21.5,3.6
2010,5,24,16,23.4,0
2010,5,23,11.5,22.5,0
2010,5,22,11.9,23.7,18.6
2010,5,21,16.4,19.7,4
2010,5,20,12.4,23.4,0
2010,5,19,11.2,24.4,0
2010,5,18,10.7,23.5,0
2010,5,17,12.5,20.8,0
2010,5,16,12.8,20.6,0
2010,5,15,9.9,25.1,0
2010,5,14,9.7,25.3,0
2010,5,13,11.3,24.4,0.2
2010,5,12,14.6,27.3,12.2
2010,5,11,15.3,25.8,0
2010,5,10,16.3,24.1,0
2010,5,9,14.3,25.7,0
2010,5,8,11.6,26.4,0
2010,5,7,12.7,25.3,
2010,5,6,15.7,,
2010,5,5,16.6,27.9,8.4
2010,5,4,17.8,21.2,4.2
2010,5,3,16.7,26.4,0.2
2010,5,2,17.6,27,0.6
2010,5,1,17.8,27,0
2010,4,30,13,28.3,0
2010,4,29,18,29.3,0
2010,4,28,16.5,27.4,0
2010,4,27,13.5,25.9,0
2010,4,26,16.7,26.4,0
2010,4,25,18.3,29.3,2.2
2010,4,24,18.5,25.5,0.8
2010,4,23,18,28.4,0.2
2010,4,22,17.8,25.6,12.8
2010,4,21,18.2,23.1,10.2
2010,4,20,17.9,26.4,1
2010,4,19,18.5,26.2,4.6
2010,4,18,18.1,26.8,0.6
2010,4,17,17,27.5,0.4
2010,4,16,17.3,24.6,0
2010,4,15,16.2,27.4,0
2010,4,14,16.5,26.9,0
2010,4,13,18.5,24.4,2
2010,4,12,23.2,26,0.2
2010,4,11,21.2,31.3,0
2010,4,10,21,31,0
2010,4,9,20.6,29.3,
2010,4,8,18,31,0
2010,4,7,17.5,27.7,0
2010,4,6,17.8,26.1,0
2010,4,5,17.9,27.7,0
2010,4,4,18.9,26.5,0
2010,4,3,19.1,27.6,0
2010,4,2,19.7,27.9,0
2010,4,1,20.5,27.7,1.4
2010,3,31,20.6,27.5,0
2010,3,30,19.5,26.1,3.2
2010,3,29,20.7,27.8,1.2
2010,3,28,20.5,28.6,0
2010,3,27,18.4,29.1,0
2010,3,26,20.4,28.7,3.4
2010,3,25,18.4,28.8,0
2010,3,24,20.7,29.1,1.6
2010,3,23,20.7,30,0
2010,3,22,20.5,28.5,0
2010,3,21,20.9,28.2,1
2010,3,20,17.2,28.4,0
2010,3,19,18.4,28.6,0
2010,3,18,19.4,27.9,
2010,3,17,18.5,28.4,0.2
2010,3,16,19,28.3,0.2
2010,3,15,18.4,28,4.8
2010,3,14,18.4,27.5,0.6
2010,3,13,18.8,27.4,0.6
2010,3,12,20.1,28.1,1.2
2010,3,11,21.8,30,0
2010,3,10,22.7,33.1,0
2010,3,9,20.5,32.6,0
2010,3,8,22.5,27.2,0.6
2010,3,7,21.9,27.2,3.4
2010,3,6,23,27,9
2010,3,5,23,28.5,0.2
2010,3,4,21.5,27,20
2010,3,3,20.9,27.2,23.6
2010,3,2,20.9,23.9,60.6
2010,3,1,22.9,26.4,26.8
2010,2,28,21.9,29.8,9.4
2010,2,27,20.2,27.4,0.6
2010,2,26,19.6,28.5,1.4
2010,2,25,23.6,29.1,0
2010,2,24,24,30.4,0
2010,2,23,22.7,33.5,0
2010,2,22,20.3,31,0.2
2010,2,21,21.4,29.9,2.2
2010,2,20,20.8,29.3,0.4
2010,2,19,20.4,29.1,0
2010,2,18,22.5,30,0
2010,2,17,21.3,28.3,121.4
2010,2,16,24.3,32,17.4
2010,2,15,24.7,33.1,0
2010,2,14,23.6,31.4,0
2010,2,13,21.6,31.1,0
2010,2,12,21,31.1,0
2010,2,11,21.4,29.5,0
2010,2,10,21.4,29.9,7
2010,2,9,21.3,29.2,0.2
2010,2,8,22,30.3,0.8
2010,2,7,22.3,26.7,89
2010,2,6,24.6,31.6,0
2010,2,5,21.8,31.5,0
2010,2,4,21.5,30.9,0
2010,2,3,22,30.2,2.4
2010,2,2,22,29.3,2.6
2010,2,1,22,28.2,17.4
2010,1,31,22.7,28.1,5.4
2010,1,30,22.8,31.2,3
2010,1,29,21.1,32.6,3.6
2010,1,28,24.1,33.8,0
2010,1,27,21.9,33.6,0
2010,1,26,22.4,32.8,0
2010,1,25,21.5,32.5,0
2010,1,24,21.8,31.7,0
2010,1,23,21.3,32.1,0
2010,1,22,22.4,30.9,0
2010,1,21,21.3,32.6,0
2010,1,20,20.2,33,0.2
2010,1,19,17.3,32.8,0
2010,1,18,22.1,35.1,4.4
2010,1,17,22.1,32.4,0
2010,1,16,21.3,29.9,0
2010,1,15,21.5,30.8,0
2010,1,14,23.2,30.7,0
2010,1,13,20.9,30.1,0
2010,1,12,21.3,31,0
2010,1,11,20.8,30.5,0
2010,1,10,21,30.6,0
2010,1,9,21.7,30.2,0
2010,1,8,22.3,30.3,0.2
2010,1,7,22.4,28.6,0.6
2010,1,6,21.8,29.3,0
2010,1,5,21.1,27.8,0
2010,1,4,23.4,27.7,20.6
2010,1,3,24.9,32.2,0
2010,1,2,23.9,30.8,0.8
2010,1,1,23.6,29.6,1.4
2009,12,31,20.7,28.6,0.4
2009,12,30,22.8,28.6,7.8
2009,12,29,22.9,29.1,35
2009,12,28,23.1,28.5,21.6
2009,12,27,22.7,29.3,21
2009,12,26,23,29.7,13.2
2009,12,25,21.9,29.1,0.2
2009,12,24,21.4,30,1.6
2009,12,23,20.9,30.2,13
2009,12,22,20.9,32,0
2009,12,21,20.9,29,34
2009,12,20,21.9,28.1,4.8
2009,12,19,23,30.8,0
2009,12,18,22,31.6,0
2009,12,17,20.5,30.5,0
2009,12,16,20,30,12.2
2009,12,15,23,29.3,0
2009,12,14,24.4,31.8,0.2
2009,12,13,23.3,33.1,0.6
2009,12,12,23.6,30.8,0
2009,12,11,23.2,33.2,0
2009,12,10,22.6,33,0
2009,12,9,22.3,32.7,0
2009,12,8,22.2,31.9,0
2009,12,7,22.2,30.5,0
2009,12,6,20.4,30.6,0
2009,12,5,19.3,29.8,0
2009,12,4,17.1,30.5,0
2009,12,3,18,28.3,6.6
2009,12,2,19.1,26,0
2009,12,1,21,29.2,0
2009,11,30,20.8,34.3,0
2009,11,29,23.9,34.8,0
2009,11,28,22,34.2,0
2009,11,27,22,31.2,0
2009,11,26,21,28.6,0
2009,11,25,21.6,30.2,0.2
2009,11,24,22.4,29.8,1.2
2009,11,23,22.2,31.3,0
2009,11,22,22,31.7,0
2009,11,21,22.5,30.7,0
2009,11,20,24.1,31.9,
2009,11,19,21.6,29.6,0
2009,11,18,20.7,28.2,3.2
2009,11,17,20.9,34.4,0
2009,11,16,19.6,31.4,0
2009,11,15,18.9,30.4,0
2009,11,14,19.2,28.1,0
2009,11,13,17.5,27.8,0
2009,11,12,16.1,27.5,0
2009,11,11,15.4,26.2,0.2
2009,11,10,17.2,25.6,1.6
2009,11,9,18.8,25.6,17
2009,11,8,16.8,27.4,0.2
2009,11,7,18.9,26.6,7
2009,11,6,18.3,25.5,0.4
2009,11,5,19.8,29.7,0
2009,11,4,18.2,32,0
2009,11,3,14.9,29.3,0
2009,11,2,14.2,26.6,0
2009,11,1,18.3,24.8,0.4
2009,10,31,16.3,27.2,0
2009,10,30,16.7,26,0
2009,10,29,17.7,26.3,4.4
2009,10,28,17.9,26.9,1.2
2009,10,27,18.1,26.9,35.4
2009,10,26,18.9,28.5,0
2009,10,25,16.7,28.9,0.4
2009,10,24,16,28.8,0
2009,10,23,16.1,28.3,0
2009,10,22,15.2,28,0
2009,10,21,14.5,28.1,0
2009,10,20,14.2,25.7,0
2009,10,19,14.5,25.2,0
2009,10,18,14.6,25.7,0
2009,10,17,14.7,26.2,0
2009,10,16,12.9,29.6,0
2009,10,15,12.1,31,0.2
2009,10,14,16.6,31.4,10.2
2009,10,13,18.3,35,1.8
2009,10,12,13,26.8,1
2009,10,11,15,22.4,0
2009,10,10,13.7,24.9,0
2009,10,9,13.3,26.5,0
2009,10,8,11.8,27,2.4
2009,10,7,17.1,28.4,0
2009,10,6,16.1,27.4,0
2009,10,5,16.1,28.4,0.4
2009,10,4,17.5,26.6,0
2009,10,3,19.7,34.1,0
2009,10,2,14.6,28.7,0
2009,10,1,14.1,28.3,0
2009,9,30,12.5,26.1,0
2009,9,29,10,26.8,0
2009,9,28,8.7,25.6,0
2009,9,27,15.3,24.7,0
2009,9,26,13.6,34.2,0
2009,9,25,10.1,28.4,0
2009,9,24,15.5,30,0
2009,9,23,19.8,27.7,0
2009,9,22,21,28,0.2
2009,9,21,17,29.3,0
2009,9,20,18.5,32.2,0
2009,9,19,16.4,27.3,0
2009,9,18,13.9,28.4,0
2009,9,17,14,26.1,0
2009,9,16,13.8,26.2,0
2009,9,15,12.5,25.7,0
2009,9,14,12.4,26.6,0
2009,9,13,12,25.3,0
2009,9,12,10.9,25.4,0
2009,9,11,11.8,26.3,0
2009,9,10,10.1,26.1,0
2009,9,9,11.6,25.5,0
2009,9,8,16.2,27.3,15.2
2009,9,7,15.5,25.1,0
2009,9,6,14,25.2,0
2009,9,5,16.1,27.3,7.8
2009,9,4,13.7,24.5,0
2009,9,3,11.6,23.9,0
2009,9,2,11.8,23.6,0
2009,9,1,8.5,23.2,0.2
2009,8,31,12.7,22.2,1
2009,8,30,18,29.2,0
2009,8,29,19.2,27.1,0
2009,8,28,15.8,29.3,0
2009,8,27,10.8,26.5,0
2009,8,26,18,30,0
2009,8,25,17.6,33.4,0
2009,8,24,15.5,35.4,0
2009,8,23,14.2,28.3,0
2009,8,22,14.5,28.1,0
2009,8,21,11.6,24.6,0
2009,8,20,10.7,22.7,0
2009,8,19,10.9,23.4,0
2009,8,18,13.3,23.4,0.2
2009,8,17,11.2,27.8,0
2009,8,16,10.2,25.4,0
2009,8,15,10.8,23.4,0
2009,8,14,12.1,26.4,0
2009,8,13,10.6,26.8,2.8
2009,8,12,11.7,23.5,0
2009,8,11,9.5,23,0
2009,8,10,9.3,22.5,0
2009,8,9,8.2,22,0
2009,8,8,10.5,22.7,0
2009,8,7,10.4,23.7,0
2009,8,6,11.3,22.5,0
2009,8,5,10.8,23.4,0
2009,8,4,9.1,22.8,0
2009,8,3,9.4,24.3,0
2009,8,2,8.8,23,0
2009,8,1,8.4,22.5,0
2009,7,31,8.3,21.3,0
2009,7,30,8.3,21.8,0
2009,7,29,9,22,0
2009,7,28,9.7,22.2,0
2009,7,27,11.6,23.1,0.2
2009,7,26,11.5,21.7,0
2009,7,25,10.6,20.9,0
2009,7,24,9.9,21.7,0
2009,7,23,14.7,25.8,0
2009,7,22,10.6,24.4,0
2009,7,21,10,23.5,0
2009,7,20,8.1,22.9,0
2009,7,19,11,22.5,0
2009,7,18,8.6,21.7,0
2009,7,17,8.2,19.9,0
2009,7,16,10.9,17.1,0
2009,7,15,6.2,19.7,0
2009,7,14,11.3,19.4,0
2009,7,13,7.9,25.5,0
2009,7,12,8.9,22.5,0
2009,7,11,11.2,21.7,0
2009,7,10,13,20.4,0
2009,7,9,11.1,20.7,0
2009,7,8,11.9,19.1,3.4
2009,7,7,11.6,16.4,0
2009,7,6,7.2,20.6,0
2009,7,5,7.4,18.3,0
2009,7,4,10.6,19.1,0
2009,7,3,12.7,20.8,0
2009,7,2,12.5,23.2,0
2009,7,1,10.4,23.8,
2009,6,30,7.2,22.5,0
2009,6,29,8.2,21.4,0
2009,6,28,8.8,20.4,0
2009,6,27,13.7,20.3,14.8
2009,6,26,12.7,19.8,0
2009,6,25,10.9,19.3,0.2
2009,6,24,11.3,23.2,0
2009,6,23,14.8,23.1,31.2
2009,6,22,16.8,19.8,24.4
2009,6,21,14.7,20,0.4
2009,6,20,13.5,22.1,0
2009,6,19,12.9,22.8,0
2009,6,18,12,21.1,0
2009,6,17,8.9,22.3,0
2009,6,16,9.6,22.4,0.4
2009,6,15,11.7,22.5,0
2009,6,14,8.6,24.1,0
2009,6,13,7.8,22,0
2009,6,12,5.5,19.9,0
2009,6,11,7.6,16.5,0
2009,6,10,8.2,20.4,0
2009,6,9,7.7,21.6,0
2009,6,8,8.6,22,1.2
2009,6,7,12.7,23.4,0.2
2009,6,6,12.4,24.3,0
2009,6,5,14.8,24.4,1.2
2009,6,4,15.2,22.7,1.4
2009,6,3,14.1,21.3,6
2009,6,2,14.5,21.2,4.2
2009,6,1,13.6,21.7,2
2009,5,31,12.8,22.4,0.2
2009,5,30,14.5,23.5,5.2
2009,5,29,14.6,24.6,0
2009,5,28,14.6,25.1,0
2009,5,27,13.8,24.1,0
2009,5,26,15.3,22.3,0
2009,5,25,14.8,23.7,2.2
2009,5,24,16.8,22.7,2.2
2009,5,23,15.1,22.8,5.4
2009,5,22,13.2,23,0
2009,5,21,14.7,23.2,76.2
2009,5,20,16.7,19.1,89
2009,5,19,17,21.4,56.6
2009,5,18,15.6,24.5,0
2009,5,17,12.6,26.2,0
2009,5,16,9,26.2,0
2009,5,15,10.2,24.9,0
2009,5,14,12.5,25.4,0
2009,5,13,12,24.3,0
2009,5,12,13.8,21.5,0
2009,5,11,14.1,23.6,0
2009,5,10,12.4,25.4,0
2009,5,9,12.5,25.4,0.2
2009,5,8,14.4,25.8,2.2
2009,5,7,16.6,24.4,1.4
2009,5,6,14,24.4,0
2009,5,5,13.4,24.4,0
2009,5,4,14.9,24.9,0
2009,5,3,14.2,24.8,0
2009,5,2,15.6,24.8,0
2009,5,1,13.1,24.6,0
2009,4,30,13.3,26.4,0
2009,4,29,12.1,25.5,0
2009,4,28,12.6,26.1,0
2009,4,27,14.3,26.5,0
2009,4,26,17.9,28.9,0
2009,4,25,15.8,30.3,0
2009,4,24,14.7,27.2,0
2009,4,23,17,26.9,0.2
2009,4,22,16.5,27.2,1
2009,4,21,17.9,26.4,0
2009,4,20,18.6,27.3,0
2009,4,19,16.7,27.2,0.2
2009,4,18,16.5,27.9,0.6
2009,4,17,15.6,29.7,0
2009,4,16,19.8,29.5,0
2009,4,15,20.3,30.7,0.4
2009,4,14,21.2,27.5,43.8
2009,4,13,19.7,25.5,1.4
2009,4,12,19.3,26.5,14.6
2009,4,11,18.3,25.8,2.2
2009,4,10,17.7,25.8,5.6
2009,4,9,17,25.6,0
2009,4,8,18.1,26.6,1.8
2009,4,7,20,25.7,1.2
2009,4,6,21.4,29.2,1
2009,4,5,20.8,28.1,0.8
2009,4,4,21.9,28.1,41
2009,4,3,20.1,28.1,66.2
2009,4,2,21.1,24.8,13
2009,4,1,19,30.5,0.2
2009,3,31,19.4,30,3
2009,3,30,20.1,27.2,2.2
2009,3,29,19,28.6,3.2
2009,3,28,19.9,28.7,0
2009,3,27,17.3,29.4,0
2009,3,26,17.7,28.6,0
2009,3,25,18,28.5,0
2009,3,24,18.1,28.4,0
2009,3,23,18.3,28.6,0
2009,3,22,19.3,28.6,0
2009,3,21,20.8,29.3,0.2
2009,3,20,19.8,29.1,0
2009,3,19,21.2,26.9,0
2009,3,18,21.1,28.8,0
2009,3,17,18.2,30.3,13.2
2009,3,16,20.2,30.5,0
2009,3,15,19.8,29.6,3
2009,3,14,19.2,28,6
2009,3,13,20.4,25.3,3
2009,3,12,19.9,27.7,5.6
2009,3,11,20.6,25.8,4.4
2009,3,10,21.9,27.4,3.4
2009,3,9,20.7,26.4,0
2009,3,8,20.2,30.2,0
2009,3,7,20.2,29.8,0
2009,3,6,20.4,28.8,0
2009,3,5,20.5,31.5,0
2009,3,4,23.3,31.1,0.2
2009,3,3,24,30.5,0.2
2009,3,2,23,32.2,0
2009,3,1,20,33.8,0
2009,2,28,19.2,32.2,0
2009,2,27,19.9,30.1,0
2009,2,26,20.9,30.3,0
2009,2,25,20.4,27.9,0
2009,2,24,19.8,29.8,0
2009,2,23,20.8,29.7,0
2009,2,22,21.6,30.1,1
2009,2,21,20.9,28.7,35.2
2009,2,20,23.6,32.5,3.4
2009,2,19,21.7,31.6,2.2
2009,2,18,22.3,27.8,17.4
2009,2,17,21.6,28.4,0
2009,2,16,21.1,30.8,0
2009,2,15,20.8,31.8,2
2009,2,14,20.1,25.6,36.8
2009,2,13,20.6,23.5,23.8
2009,2,12,21.7,28,0
2009,2,11,23.3,31.5,1.4
2009,2,10,24.4,32.3,0
2009,2,9,20.5,36.1,0
2009,2,8,20.2,30.8,0
2009,2,7,22.1,30.8,0
2009,2,6,21.9,31.1,0
2009,2,5,22,30.4,0
2009,2,4,22.7,30.6,0.6
2009,2,3,21.9,29.8,6.2
2009,2,2,23,28.4,1
2009,2,1,22.1,27.9,0.8
2009,1,31,,29.4,
2009,1,30,20.3,29.6,3.2
2009,1,29,21.1,29,0
2009,1,28,20.8,30.1,0.2
2009,1,27,22.1,30.5,1.8
2009,1,26,23.1,30.5,29.8
2009,1,25,25.2,31,0
2009,1,24,23.6,32.5,4.4
2009,1,23,24.2,29.9,26.6
2009,1,22,25,32.3,0
2009,1,21,21.9,31.5,0
2009,1,20,19.3,30.9,0
2009,1,19,18.7,28.9,0
2009,1,18,20.3,27.8,0
2009,1,17,23.2,31.1,0
2009,1,16,19.8,32.9,0
2009,1,15,19,31.7,0
2009,1,14,18.8,29.3,0
2009,1,13,20.2,30.2,0
2009,1,12,18.6,29.5,0
2009,1,11,19.6,28.7,0
2009,1,10,19,29.1,0.2
2009,1,9,23.1,30.2,0.6
2009,1,8,22.5,29,1.4
2009,1,7,20.9,29.8,0
2009,1,6,20.8,30.5,0
2009,1,5,20.4,29,0
2009,1,4,20.1,27.5,4.8
2009,1,3,21.8,26,4.4
2009,1,2,23.2,31.5,0
2009,1,1,22.2,33.9,0
2008,12,31,21.5,34.9,4
2008,12,30,20.6,32.3,6.6
2008,12,29,20.8,32.2,0.2
2008,12,28,21.9,30.4,4.2
2008,12,27,23.8,29.2,0.6
2008,12,26,21.8,28.7,0.8
2008,12,25,21.6,29.5,0
2008,12,24,21.1,29.9,0
2008,12,23,17.2,28.5,0
2008,12,22,17.9,27.5,0
2008,12,21,18.4,28,0
2008,12,20,22,27.5,0
2008,12,19,20.5,31.8,2
2008,12,18,20.3,30.8,0
2008,12,17,19,29.4,0
2008,12,16,17.8,28.5,0
2008,12,15,18.6,30.9,0
2008,12,14,23.1,31.7,0.4
2008,12,13,21.9,34.2,0
2008,12,12,22.1,27.6,9.6
2008,12,11,22.2,31,0
2008,12,10,22.1,30.3,0.6
2008,12,9,19.5,27.6,0.2
2008,12,8,21.9,26.7,0
2008,12,7,22.6,33.4,12.4
2008,12,6,22.1,33.4,7.8
2008,12,5,20.5,29,9.6
2008,12,4,21.4,30.7,3.6
2008,12,3,21.8,29.6,0
2008,12,2,18.6,30.8,0
2008,12,1,17,31.3,0
2008,11,30,18.9,30.2,3.4
2008,11,29,24.5,31.6,0
2008,11,28,21.2,29,2.2
2008,11,27,19.9,27.2,25.2
2008,11,26,19.5,24.4,11.6
2008,11,25,18.2,27.7,0
2008,11,24,13.8,30.4,0
2008,11,23,16.8,25.2,6.6
2008,11,22,23,32.1,0.2
2008,11,21,18.5,32.7,28.8
2008,11,20,18.4,29.2,79.4
2008,11,19,18.2,28.7,77.2
2008,11,18,17,22.1,14.6
2008,11,17,19.6,21.7,31.8
2008,11,16,21,31.9,0
2008,11,15,19.5,30,0.2
2008,11,14,19.6,27.6,1
2008,11,13,19.2,27.5,8.8
2008,11,12,17.7,26.7,0.4
